白名单,#genre#
春晚2000,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxMTNfMF8z_b_Bdddf4e7ef0ff6cfd477857bb40e78419.mp4
春晚2017,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
春晚2015,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
春晚2021,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
TVB娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
春晚2013,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
春晚1993,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4
HOYTV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
FM99.9旅游广播,https://stream.hndt.com/live/sijiache/playlist.m3u8
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
封丘新闻,http://live.dxhmt.cn:9081/tv/10727-1.m3u8?
内黄综合,http://live.dxhmt.cn:9081/tv/10527-1.m3u8
内黄综合,http://live.dxhmt.cn:9081/tv/10527-1.m3u8?
永城综合,http://live.dxhmt.cn:9081/tv/11481-1.m3u8
唐河一套,http://live.dxhmt.cn:9081/tv/11328-1.m3u8
淇县电视,http://live.dxhmt.cn:9081/tv/10622-1.m3u8?
浚县一套,http://live.dxhmt.cn:9081/tv/10621-1.m3u8
滑县新闻,http://live.dxhmt.cn:9081/tv/10526-1.m3u8
杞县综合,http://live.dxhmt.cn:9081/tv/10221-1.m3u8
淇县电视台,http://live.dxhmt.cn:9081/tv/10622-1.m3u8
卢氏综合,http://live.dxhmt.cn:9081/tv/11224-1.m3u8?
卢氏综合,http://live.dxhmt.cn:9081/tv/11224-1.m3u8
巩义综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
西平综合,http://live.dxhmt.cn:9081/tv/11721-1.m3u8
沁阳综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8?
沁阳综合,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8?
叶县电视,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
获嘉综合,http://live.dxhmt.cn:9081/tv/10724-1.m3u8?
汝阳综合,http://live.dxhmt.cn:9081/tv/10326-1.m3u8?
汝阳综合,http://live.dxhmt.cn:9081/tv/10326-1.m3u8
平舆综合,http://live.dxhmt.cn:9081/tv/11723-1.m3u8
舞阳综合,http://live.dxhmt.cn:9081/tv/11121-1.m3u8
孟州综合,http://live.dxhmt.cn:9081/tv/10883-1.m3u8?
济源一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
新安新闻,http://live.dxhmt.cn:9081/tv/10323-1.m3u8?
渑池综合,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
项城综合,http://live.dxhmt.cn:9081/tv/11681-1.m3u8
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8?
温县综合,http://live.dxhmt.cn:9081/tv/10825-1.m3u8
新乡综合,http://live.dxhmt.cn:9081/tv/10721-1.m3u8?
新乡综合,http://live.dxhmt.cn:9081/tv/10721-1.m3u8
封丘综合,http://live.dxhmt.cn:9081/tv/10727-1.m3u8
卫辉综合,http://live.dxhmt.cn:9081/tv/10781-1.m3u8
卫辉综合,http://live.dxhmt.cn:9081/tv/10781-1.m3u8?
新䕓电视,http://live.dxhmt.cn:9081/tv/11729-1.m3u8?
新野综合,http://live.dxhmt.cn:9081/tv/11329-1.m3u8
周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
祥符电视,http://live.dxhmt.cn:9081/tv/10212-1.m3u8?
嵩县综合,http://live.dxhmt.cn:9081/tv/10325-1.m3u8
新安综合,http://live.dxhmt.cn:9081/tv/10323-1.m3u8
灵宝综合,http://live.dxhmt.cn:9081/tv/11282-1.m3u8
武陟综合,http://live.dxhmt.cn:9081/tv/10823-1.m3u8
新郑综合,http://live.dxhmt.cn:9081/tv/10184-1.m3u8
新郑综合,http://live.dxhmt.cn:9081/tv/10184-1.m3u8?
沈丘综合,http://live.dxhmt.cn:9081/tv/11624-1.m3u8
泌阳综合,http://live.dxhmt.cn:9081/tv/11726-1.m3u8
罗山电视台,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
方城一套,http://live.dxhmt.cn:9081/tv/11322-1.m3u8
光山综合,http://live.dxhmt.cn:9081/tv/11522-1.m3u8
禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
原阳综合,http://live.dxhmt.cn:9081/tv/10725-1.m3u8
孟州电视台,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
新蔡综合,http://live.dxhmt.cn:9081/tv/11729-1.m3u8
通许新闻综合频道,http://live.dxhmt.cn:9081/tv/10222-1.m3u8
潢川综合,http://live.dxhmt.cn:9081/tv/11526-1.m3u8
长坦综合,http://live.dxhmt.cn:9081/tv/10728-1.m3u8?
春晚2020,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
长垣综合,http://live.dxhmt.cn:9081/tv/10728-1.m3u8
鲁山综合,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
上蔡综合,http://live.dxhmt.cn:9081/tv/11722-1.m3u8
襄城综合,http://live.dxhmt.cn:9081/tv/11025-1.m3u8
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
云和新闻综合,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
魅力881音乐广播,http://stream.hndt.com/live/yinyue/playlist.m3u8
春晚1983,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5MTRfNDAzMDAxOTlfNjYyNzMxNjcwMjBfMF8z_b_Beb3bda599f76c60c463c433ca7460153.mp4
萧山综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
杭州综合,http://l.cztvcloud.com/channels/lantian/sxchannel01/1080p.m3u8
缙云综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
台州新闻综合,http://l.cztvcloud.com/channels/lantian/sxchannel10/1080p.m3u8
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
春晚2004,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,https://migu.188766.xyz/?migutoken=6b27073858b60bfe20c30292371f2df9&id=fhzw&pp=1
春晚1984,https://alimov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
CNR中国之声,http://ngcdn001.cnr.cn/live/zgzs/index.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
西华综合,http://live.dxhmt.cn:9081/tv/11622-1.m3u8
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8?
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8
原阳电视,http://live.dxhmt.cn:9081/tv/10725-1.m3u8?
获嘉新闻综合频道,http://live.dxhmt.cn:9081/tv/10724-1.m3u8
松阳综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct3
镇平新闻综合,http://live.dxhmt.cn:9081/tv/11324-1.m3u8
绍兴新闻综合,http://l.cztvcloud.com/channels/lantian/sxchannel04/1080p.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
龙游生活娱乐,http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
义马综合,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
温州新闻综合,http://l.cztvcloud.com/channels/lantian/sxchannel03/1080p.m3u8
淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
FM103.2经济广播,https://stream.hndt.com/live/jingji/playlist.m3u8
确山综合,http://live.dxhmt.cn:9081/tv/11725-1.m3u8
FM97.6戏曲广播,https://stream.hndt.com/live/yule/playlist.m3u8
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
FM.93.6天籁之音,http://stream.hndt.com/live/gudian/playlist.m3u8
宝丰综合,http://live.dxhmt.cn:9081/tv/10421-1.m3u8
宝丰综合,http://live.dxhmt.cn:9081/tv/10421-1.m3u8?
新密综合,http://live.dxhmt.cn:9081/tv/10183-2.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
春晚1999,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQxNTRfMF8z_b_B0b5e52bc003285ef66ec0cbb2be08556.mp4
淮滨综合,http://live.dxhmt.cn:9081/tv/11527-1.m3u8
遂平一套新闻综合频道,http://live.dxhmt.cn:9081/tv/11728-1.m3u8
华龙有线,http://live.dxhmt.cn:9081/tv/10902-1.m3u8?
鹿邑新闻,http://live.dxhmt.cn:9081/tv/11628-1.m3u8
叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8?
浚县电视,http://live.dxhmt.cn:9081/tv/10621-1.m3u8?
湖州新闻综合,http://l.cztvcloud.com/channels/lantian/sxchannel05/1080p.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
FM104.1交通广播,https://stream.hndt.com/live/jiaotong/playlist.m3u8
信息广播,https://stream.hndt.com/live/leling/playlist.m3u8
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
汤阴电视,http://live.dxhmt.cn:9081/tv/10523-1.m3u8?
慰氏电视,http://live.dxhmt.cn:9081/tv/10223-1.m3u8?
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8?
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8?
延津电视,http://live.dxhmt.cn:9081/tv/10726-1.m3u8?
FM90.0MyRadio,https://stream.hndt.com/live/yingshi/playlist.m3u8
CNR经济之声,http://ngcdn002.cnr.cn/live/jjzs/index.m3u8
孟津综合,http://live.dxhmt.cn:9081/tv/10322-2.m3u8
偃师综合,http://live.dxhmt.cn:9081/tv/10381-1.m3u8
邓州综合,http://live.dxhmt.cn:9081/tv/11381-1.m3u8
栾川综合,http://live.dxhmt.cn:9081/tv/10324-1.m3u8
舞钢电视,http://live.dxhmt.cn:9081/tv/10481-1.m3u8?
接口免费,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
CNR文艺之声,http://audiows010.cnr.cn/live/wyzs192/playlist.m3u8
CETV2,https://migu.188766.xyz/?migutoken=644d2e0234f03c29efff0bc0d5652477&id=CETV2&type=yy
龙游新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
象山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,https://migu.188766.xyz/?migutoken=9ab4956a2bfb625af3c530daa0874378&id=fhhk&pp=1
扶沟综合,http://live.dxhmt.cn:9081/tv/11621-1.m3u8?
通许综合,http://live.dxhmt.cn:9081/tv/10222-1.m3u8?
鄢陵综合,http://live.dxhmt.cn:9081/tv/11024-1.m3u8
汤阴新闻综合频道,http://live.dxhmt.cn:9081/tv/10523-1.m3u8
新县综合,http://live.dxhmt.cn:9081/tv/11523-1.m3u8
FM107.4农村广播,http://stream.hndt.com/live/nongcun/playlist.m3u8
嘉兴新闻综合,http://l.cztvcloud.com/channels/lantian/sxchannel06/1080p.m3u8
建安电视台,http://live.dxhmt.cn:9081/tv/11003-1.m3u8
固始综合,http://live.dxhmt.cn:9081/tv/11525-1.m3u8
教育广播,https://stream.hndt.com/live/jiaoyu/playlist.m3u8
FM95.5新闻广播,https://stream.hndt.com/live/xinwen/playlist.m3u8
春晚1994,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4
NBTV1,http://l.cztvcloud.com/channels/lantian/sxchannel02/1080p.m3u8
滑县电视,http://live.dxhmt.cn:9081/tv/10526-1.m3u8?
春晚2007,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
春晚1985,https://alimov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
筑义综合,http://live.dxhmt.cn:9081/tv/10181-1.m3u8?
